fan_id,city,age_band,discovery_channel,months_since_discovery,monthly_streams,catalog_depth_pct,skip_rate,playlist_adds,saves_library,follows_socials,social_engagements_90d,on_mailing_list,email_open_rate,attended_show,shared_track,comments_dms,became_supporter,supporter_revenue_12m
F218141,Glasgow,22-29,Editorial playlist,8.1,6,34.0,0.257,3,0,0,0,0,0.0,0,0,1,0,0.0
F218142,Other,22-29,Friend shared,11.3,13,44.0,0.136,0,1,0,0,0,0.0,0,1,2,0,0.0
F218143,Hamburg,40-54,Live show,23.6,17,68.0,0.123,4,1,0,0,1,0.616,0,0,1,0,0.0
F218144,Brussels,22-29,Algorithmic radio,4.2,4,1.0,0.421,0,0,0,0,0,0.0,0,0,1,1,8.58
F218145,Utrecht,16-21,Another artist's collab,3.5,21,73.0,0.252,3,1,0,0,0,0.0,0,1,0,1,15.08
F218146,Brussels,22-29,Short-form video,4.4,1,1.0,0.743,0,0,0,0,0,0.0,0,0,0,0,0.0
F218147,Madrid,30-39,Editorial playlist,4.8,6,8.0,0.52,1,0,0,0,0,0.0,0,0,0,0,0.0
F218148,Madrid,16-21,Algorithmic radio,0.5,2,18.0,0.42,1,0,0,0,0,0.0,0,0,0,0,0.0
F218149,Madrid,16-21,Algorithmic radio,8.1,1,1.0,0.507,0,0,0,0,0,0.0,0,0,0,0,0.0
F218150,Helsinki,22-29,Algorithmic radio,3.7,6,26.0,0.414,0,0,0,0,0,0.0,0,0,0,0,0.0
F218151,Leipzig,22-29,Editorial playlist,1.5,21,52.0,0.208,2,0,1,4,0,0.0,0,1,1,1,9.02
F218152,Berlin,40-54,Editorial playlist,10.5,5,36.0,0.317,0,0,1,4,0,0.0,0,1,0,0,0.0
F218153,Paris,22-29,Music blog / press,15.7,1,1.0,0.484,0,0,0,0,0,0.0,0,0,0,0,0.0
F218154,Glasgow,40-54,Another artist's collab,14.6,6,25.0,0.425,0,0,0,0,0,0.0,0,0,2,0,0.0
F218155,Paris,22-29,Editorial playlist,8.0,16,51.0,0.307,1,1,0,0,1,0.618,0,0,1,1,7.15
F218156,Riga,30-39,Short-form video,17.4,3,13.0,0.494,3,0,0,0,0,0.0,0,0,0,0,0.0
F218157,Helsinki,30-39,Editorial playlist,10.5,4,11.0,0.53,0,0,0,0,0,0.0,0,0,0,0,0.0
F218158,Other,16-21,Friend shared,36.0,10,30.0,0.354,3,0,0,0,0,0.0,1,0,0,0,0.0
F218159,London,16-21,Editorial playlist,14.5,9,47.0,0.3,3,0,1,7,0,0.0,0,0,2,0,0.0
F218160,Tallinn,22-29,Algorithmic radio,6.4,9,47.0,0.369,2,1,0,0,0,0.0,0,0,1,0,0.0
F218161,Riga,16-21,Algorithmic radio,8.9,3,44.0,0.539,1,0,0,0,0,0.0,0,0,1,0,0.0
F218162,Other,30-39,Short-form video,12.4,0,1.0,0.693,1,0,1,0,0,0.0,0,0,0,0,0.0
F218163,Tallinn,40-54,Friend shared,3.8,4,28.0,0.345,2,1,1,2,0,0.0,0,0,0,0,0.0
F218164,Utrecht,22-29,Short-form video,20.7,1,1.0,0.572,0,0,0,0,0,0.0,0,0,0,0,0.0
F218165,Berlin,16-21,Editorial playlist,4.6,7,3.0,0.282,0,0,0,0,0,0.0,0,0,3,0,0.0
F218166,Other,16-21,Friend shared,1.7,3,20.0,0.53,0,1,0,0,0,0.0,0,0,0,0,0.0
F218167,Helsinki,22-29,Editorial playlist,1.1,5,25.0,0.301,2,0,0,0,0,0.0,0,0,0,0,0.0
F218168,Barcelona,22-29,Editorial playlist,5.6,13,50.0,0.33,1,1,0,0,0,0.0,0,1,2,0,0.0
F218169,Brussels,40-54,Algorithmic radio,0.5,9,35.0,0.298,3,1,1,3,0,0.0,0,0,0,0,0.0
F218170,Riga,40-54,Editorial playlist,4.9,12,57.0,0.233,1,0,0,0,0,0.0,0,1,0,1,13.46
F218171,Riga,40-54,Short-form video,4.1,0,20.0,0.394,1,0,0,0,0,0.0,0,0,2,0,0.0
F218172,Dublin,30-39,Friend shared,3.2,13,37.0,0.389,1,0,0,0,0,0.0,0,0,1,0,0.0
F218173,Milan,40-54,Live show,11.9,1,1.0,0.557,0,1,0,0,0,0.0,0,0,0,0,0.0
F218174,London,40-54,Editorial playlist,7.7,2,13.0,0.296,0,0,1,1,0,0.0,0,1,0,0,0.0
F218175,Berlin,22-29,Editorial playlist,13.6,7,46.0,0.316,2,1,0,0,0,0.0,0,0,1,0,0.0
F218176,Berlin,30-39,Friend shared,2.6,1,1.0,0.606,0,0,0,0,0,0.0,0,0,0,0,0.0
F218177,Manchester,22-29,Editorial playlist,31.1,7,33.0,0.474,2,0,1,0,0,0.0,0,0,0,0,0.0
F218178,Barcelona,30-39,Editorial playlist,3.7,8,39.0,0.285,2,1,0,0,1,0.596,0,1,1,0,0.0
F218179,Madrid,22-29,Editorial playlist,25.3,5,37.0,0.628,2,0,0,0,0,0.0,0,0,1,0,0.0
F218180,London,22-29,Bandcamp browse,3.4,13,49.0,0.373,4,0,0,0,0,0.0,0,0,1,0,0.0
F218181,Paris,30-39,Algorithmic radio,16.5,5,17.0,0.341,2,0,0,0,0,0.0,0,0,0,0,0.0
F218182,Warsaw,16-21,Editorial playlist,2.9,2,1.0,0.652,0,0,0,0,0,0.0,0,0,0,0,0.0
F218183,Barcelona,22-29,Friend shared,2.9,8,13.0,0.345,0,1,0,0,0,0.0,0,0,0,0,0.0
F218184,Copenhagen,40-54,Music blog / press,0.8,6,8.0,0.242,2,0,0,0,0,0.0,1,0,1,1,50.5
F218185,Leipzig,40-54,Editorial playlist,18.5,3,19.0,0.295,2,0,0,0,0,0.0,0,0,0,0,0.0
F218186,London,40-54,Editorial playlist,4.4,12,20.0,0.439,1,0,1,1,0,0.0,0,0,1,0,0.0
F218187,Krakow,55+,Another artist's collab,16.3,8,53.0,0.315,1,0,1,5,0,0.0,0,0,0,0,0.0
F218188,Warsaw,16-21,Music blog / press,25.8,6,2.0,0.459,1,1,1,1,0,0.0,0,1,0,0,0.0
F218189,Barcelona,22-29,Friend shared,7.8,5,46.0,0.456,4,0,0,0,0,0.0,0,0,0,0,0.0
F218190,Dublin,16-21,Editorial playlist,12.7,22,66.0,0.208,5,0,0,0,0,0.0,1,0,0,0,0.0
F218191,Hamburg,22-29,Editorial playlist,1.7,13,27.0,0.483,1,0,1,5,0,0.0,0,0,2,0,0.0
F218192,Amsterdam,30-39,Music blog / press,16.1,6,35.0,0.243,0,1,0,0,0,0.0,0,0,0,0,0.0
F218193,London,55+,Live show,36.0,4,47.0,0.339,0,1,0,0,0,0.0,0,0,1,0,0.0
F218194,Paris,55+,Algorithmic radio,3.6,1,19.0,0.546,2,0,0,0,0,0.0,0,0,0,0,0.0
F218195,London,30-39,Editorial playlist,8.3,6,33.0,0.378,4,0,1,1,0,0.0,0,1,0,0,0.0
F218196,Berlin,22-29,Editorial playlist,9.3,6,29.0,0.51,0,1,1,1,0,0.0,0,0,2,0,0.0
F218197,Berlin,22-29,Short-form video,19.1,3,31.0,0.351,0,0,1,3,0,0.0,0,0,0,0,0.0
F218198,Barcelona,30-39,Live show,19.5,8,23.0,0.518,0,1,0,0,0,0.0,0,0,1,0,0.0
F218199,Hamburg,16-21,Algorithmic radio,29.2,4,15.0,0.602,0,0,0,0,0,0.0,0,0,1,0,0.0
F218200,Barcelona,22-29,Friend shared,29.6,9,36.0,0.389,0,0,1,1,0,0.0,0,0,1,0,0.0
F218201,Paris,16-21,Short-form video,36.0,5,28.0,0.265,2,0,0,0,0,0.0,0,0,0,0,0.0
F218202,Paris,16-21,Live show,16.2,4,14.0,0.381,2,0,1,3,0,0.0,0,0,2,0,0.0
F218203,Hamburg,55+,Editorial playlist,1.7,5,14.0,0.38,1,0,0,0,0,0.0,0,0,0,0,0.0
F218204,Berlin,22-29,Another artist's collab,8.4,11,49.0,0.302,2,1,0,0,0,0.0,0,0,1,0,0.0
F218205,Lyon,22-29,Editorial playlist,4.2,3,1.0,0.541,0,0,0,0,0,0.0,0,0,1,0,0.0
F218206,Barcelona,30-39,Friend shared,4.7,5,2.0,0.359,0,1,0,0,0,0.0,0,0,0,0,0.0
F218207,Milan,22-29,Editorial playlist,1.1,12,40.0,0.397,1,1,1,4,0,0.0,0,0,0,0,0.0
F218208,Berlin,40-54,Short-form video,0.5,2,10.0,0.298,0,0,0,0,0,0.0,0,0,0,0,0.0
F218209,Berlin,40-54,Friend shared,13.7,8,23.0,0.347,1,1,0,0,0,0.0,0,0,2,0,0.0
F218210,Cologne,22-29,Editorial playlist,7.6,5,18.0,0.485,1,1,0,0,0,0.0,0,0,0,0,0.0
F218211,Vilnius,22-29,Friend shared,4.5,7,11.0,0.515,1,1,0,0,1,0.542,0,0,0,0,0.0
F218212,Amsterdam,22-29,Friend shared,5.2,6,16.0,0.312,1,0,0,0,0,0.0,0,0,0,0,0.0
F218213,Amsterdam,40-54,Algorithmic radio,10.6,19,28.0,0.386,0,1,0,0,0,0.0,0,0,1,0,0.0
F218214,Lisbon,16-21,Editorial playlist,2.8,5,17.0,0.394,1,0,0,0,0,0.0,0,0,1,0,0.0
F218215,Madrid,40-54,Editorial playlist,2.1,7,31.0,0.305,3,1,0,0,0,0.0,0,0,0,0,0.0
F218216,Stockholm,40-54,Another artist's collab,1.0,9,45.0,0.394,0,0,1,2,0,0.0,0,0,0,0,0.0
F218217,Cologne,40-54,Editorial playlist,12.1,13,61.0,0.01,2,0,0,0,0,0.0,0,0,1,0,0.0
F218218,London,30-39,Algorithmic radio,13.5,14,80.0,0.139,2,0,0,0,1,0.473,0,0,4,1,5.01
F218219,Amsterdam,22-29,Algorithmic radio,3.1,12,36.0,0.38,1,1,1,2,0,0.0,0,0,0,0,0.0
F218220,Stockholm,30-39,Short-form video,18.0,4,32.0,0.518,1,0,0,0,0,0.0,0,0,0,0,0.0
F218221,Tallinn,16-21,Friend shared,9.3,10,39.0,0.267,0,1,1,5,0,0.0,0,1,0,0,0.0
F218222,Leipzig,16-21,Short-form video,0.5,19,40.0,0.252,4,0,1,6,0,0.0,0,1,5,0,0.0
F218223,Lisbon,30-39,Live show,14.0,4,1.0,0.615,0,0,0,0,0,0.0,0,0,0,0,0.0
F218224,Manchester,30-39,Friend shared,5.0,17,68.0,0.18,4,1,0,0,1,0.51,1,0,0,0,0.0
F218225,Brussels,40-54,Another artist's collab,2.7,9,37.0,0.364,0,0,1,4,0,0.0,0,0,3,0,0.0
F218226,Berlin,22-29,Short-form video,7.7,5,28.0,0.364,0,1,0,0,1,0.513,0,0,2,1,7.63
F218227,London,22-29,Live show,23.9,6,15.0,0.488,1,1,0,0,1,0.394,0,0,0,0,0.0
F218228,Berlin,22-29,Live show,5.4,5,23.0,0.417,1,1,0,0,0,0.0,0,0,0,0,0.0
F218229,Helsinki,16-21,Friend shared,10.2,15,44.0,0.21,0,0,1,1,0,0.0,0,0,1,0,0.0
F218230,Hamburg,30-39,Live show,36.0,1,1.0,0.64,0,0,0,0,0,0.0,0,0,0,0,0.0
F218231,Paris,16-21,Friend shared,4.3,40,94.0,0.065,4,1,0,0,0,0.0,0,1,3,0,0.0
F218232,Tallinn,30-39,Music blog / press,23.8,8,32.0,0.298,3,1,0,0,0,0.0,0,0,1,0,0.0
F218233,Riga,16-21,Another artist's collab,21.2,8,38.0,0.328,1,0,0,0,0,0.0,0,0,2,0,0.0
F218234,Copenhagen,22-29,Friend shared,18.0,9,21.0,0.378,1,1,1,2,0,0.0,0,0,0,1,35.45
F218235,Oslo,30-39,Friend shared,0.5,2,3.0,0.506,0,0,0,0,0,0.0,0,0,0,0,0.0
F218236,Copenhagen,22-29,Algorithmic radio,10.8,8,32.0,0.35,1,0,0,0,0,0.0,0,0,1,0,0.0
F218237,Copenhagen,55+,Music blog / press,21.3,3,1.0,0.575,0,0,0,0,0,0.0,0,0,0,0,0.0
F218238,Lyon,30-39,Short-form video,12.2,2,1.0,0.369,1,0,0,0,0,0.0,0,0,1,0,0.0
F218239,Berlin,22-29,Bandcamp browse,9.3,3,19.0,0.494,0,0,0,0,0,0.0,0,0,0,0,0.0
F218240,London,30-39,Friend shared,3.4,10,26.0,0.515,0,1,1,3,0,0.0,0,0,0,0,0.0
F218241,Berlin,30-39,Short-form video,2.0,8,10.0,0.422,1,1,1,1,0,0.0,0,0,0,0,0.0
F218242,Bristol,55+,Editorial playlist,3.1,9,14.0,0.434,1,0,0,0,1,0.316,0,0,0,0,0.0
F218243,Manchester,16-21,Friend shared,6.0,6,29.0,0.394,0,1,0,0,1,0.562,0,0,1,0,0.0
F218244,Munich,30-39,Algorithmic radio,17.7,19,53.0,0.188,2,0,1,3,0,0.0,0,0,1,0,0.0
F218245,Tallinn,16-21,Friend shared,1.6,3,1.0,0.72,0,0,0,0,0,0.0,0,0,0,0,0.0
F218246,Oslo,16-21,Algorithmic radio,9.2,15,54.0,0.339,4,0,0,0,0,0.0,0,0,3,0,0.0
F218247,Krakow,30-39,Algorithmic radio,5.4,9,39.0,0.4,2,1,0,0,0,0.0,1,0,1,0,0.0
F218248,Milan,30-39,Short-form video,1.1,6,27.0,0.444,2,0,0,0,0,0.0,0,0,0,0,0.0
F218249,Utrecht,30-39,Friend shared,5.4,3,43.0,0.355,0,1,0,0,0,0.0,0,0,0,0,0.0
F218250,Rotterdam,22-29,Algorithmic radio,8.6,11,35.0,0.293,2,0,1,5,0,0.0,0,0,0,0,0.0
F218251,Munich,16-21,Short-form video,2.9,21,58.0,0.125,4,0,1,1,1,0.904,0,0,2,0,0.0
F218252,Krakow,30-39,Editorial playlist,9.9,6,37.0,0.4,0,1,0,0,0,0.0,0,0,0,0,0.0
F218253,Amsterdam,22-29,Algorithmic radio,20.6,3,6.0,0.469,0,0,0,0,0,0.0,0,0,0,0,0.0
F218254,Madrid,22-29,Algorithmic radio,0.5,6,1.0,0.439,2,0,0,0,0,0.0,0,0,0,0,0.0
F218255,Paris,22-29,Editorial playlist,18.9,6,33.0,0.263,1,0,1,6,0,0.0,0,0,0,0,0.0
F218256,Glasgow,30-39,Music blog / press,20.2,4,41.0,0.411,4,1,0,0,1,0.405,0,1,2,0,0.0
F218257,Warsaw,22-29,Live show,2.6,20,54.0,0.184,4,1,1,5,0,0.0,1,1,0,1,15.14
F218258,Paris,30-39,Live show,11.5,2,1.0,0.426,0,0,0,0,0,0.0,0,0,0,0,0.0
F218259,Riga,30-39,Friend shared,0.9,6,46.0,0.343,3,1,0,0,0,0.0,0,0,1,0,0.0
F218260,Oslo,16-21,Algorithmic radio,12.4,9,56.0,0.256,1,1,0,0,0,0.0,0,0,2,0,0.0
F218261,Vilnius,22-29,Live show,4.7,6,25.0,0.294,2,0,0,0,0,0.0,0,0,0,0,0.0
F218262,Vienna,22-29,Short-form video,4.6,4,9.0,0.354,1,1,0,0,0,0.0,0,0,1,0,0.0
F218263,Manchester,40-54,Friend shared,8.0,4,36.0,0.372,1,0,0,0,0,0.0,0,0,0,0,0.0
F218264,Manchester,22-29,Friend shared,3.7,8,26.0,0.529,3,0,1,3,0,0.0,0,0,0,0,0.0
F218265,Helsinki,16-21,Editorial playlist,7.1,3,40.0,0.258,1,0,0,0,1,0.656,0,0,2,0,0.0
F218266,London,30-39,Editorial playlist,11.3,18,37.0,0.094,3,1,1,2,1,0.655,0,1,2,0,0.0
F218267,London,22-29,Editorial playlist,6.8,0,9.0,0.576,1,0,0,0,0,0.0,0,0,0,0,0.0
F218268,Cologne,55+,Short-form video,7.6,6,16.0,0.371,1,1,0,0,0,0.0,0,0,0,0,0.0
F218269,Stockholm,16-21,Algorithmic radio,1.1,20,58.0,0.133,1,1,1,11,1,0.614,0,1,2,1,5.69
F218270,Hamburg,16-21,Short-form video,20.2,4,1.0,0.542,0,0,0,0,0,0.0,0,0,0,0,0.0
F218271,Other,55+,Friend shared,7.1,10,30.0,0.334,1,0,0,0,1,0.69,0,0,3,0,0.0
F218272,Leipzig,40-54,Algorithmic radio,4.1,0,1.0,0.8,1,0,0,0,0,0.0,0,0,0,0,0.0
F218273,London,16-21,Live show,5.7,4,10.0,0.566,0,1,0,0,0,0.0,0,0,0,0,0.0
F218274,Amsterdam,22-29,Editorial playlist,8.4,3,1.0,0.714,0,1,0,0,0,0.0,0,0,0,0,0.0
F218275,Paris,40-54,Another artist's collab,3.2,21,57.0,0.116,1,1,0,0,0,0.0,0,1,2,1,37.16
F218276,Paris,22-29,Algorithmic radio,2.7,2,1.0,0.426,0,0,0,0,0,0.0,0,0,0,0,0.0
F218277,Helsinki,40-54,Short-form video,5.8,2,1.0,0.557,2,0,0,0,0,0.0,0,0,0,0,0.0
F218278,Munich,22-29,Algorithmic radio,3.4,3,19.0,0.255,1,0,0,0,0,0.0,0,0,0,0,0.0
F218279,Rotterdam,40-54,Friend shared,1.1,2,11.0,0.474,1,0,0,0,0,0.0,0,0,1,0,0.0
F218280,Hamburg,30-39,Friend shared,7.4,5,31.0,0.46,1,0,0,0,0,0.0,0,0,1,0,0.0
F218281,Paris,40-54,Algorithmic radio,31.8,5,12.0,0.551,1,0,0,0,0,0.0,0,0,0,0,0.0
F218282,Dublin,22-29,Algorithmic radio,5.2,3,27.0,0.311,2,1,0,0,0,0.0,0,0,0,0,0.0
F218283,London,55+,Algorithmic radio,5.1,3,1.0,0.453,0,0,0,0,0,0.0,0,0,0,0,0.0
F218284,Tallinn,22-29,Short-form video,5.1,14,50.0,0.225,3,1,0,0,0,0.0,0,1,0,0,0.0
F218285,Manchester,16-21,Friend shared,4.6,5,1.0,0.47,0,0,1,0,0,0.0,0,0,1,0,0.0
F218286,Manchester,30-39,Editorial playlist,23.9,0,1.0,0.726,0,1,0,0,0,0.0,0,0,0,0,0.0
F218287,Barcelona,22-29,Editorial playlist,36.0,3,7.0,0.416,1,1,1,3,0,0.0,0,0,0,1,14.57
F218288,Berlin,16-21,Another artist's collab,25.5,14,17.0,0.328,1,1,0,0,0,0.0,0,1,0,0,0.0
F218289,Madrid,30-39,Editorial playlist,2.8,2,1.0,0.504,2,0,0,0,0,0.0,0,1,0,0,0.0
F218290,Bristol,30-39,Live show,18.1,9,31.0,0.435,3,0,0,0,0,0.0,0,0,0,1,26.09
F218291,Lyon,30-39,Editorial playlist,5.6,6,31.0,0.293,0,0,0,0,0,0.0,0,0,0,0,0.0
F218292,Milan,22-29,Algorithmic radio,36.0,6,18.0,0.338,0,0,0,0,0,0.0,0,0,1,0,0.0
F218293,Paris,22-29,Algorithmic radio,9.1,9,53.0,0.298,3,1,0,0,0,0.0,0,0,1,0,0.0
F218294,Other,22-29,Another artist's collab,2.1,9,40.0,0.238,4,0,0,0,0,0.0,0,0,1,0,0.0
F218295,Dublin,30-39,Friend shared,19.0,4,40.0,0.512,0,1,0,0,0,0.0,0,0,0,1,15.32
F218296,Rotterdam,16-21,Algorithmic radio,25.5,0,1.0,0.381,0,1,0,0,0,0.0,0,0,0,0,0.0
F218297,Paris,40-54,Friend shared,14.0,12,48.0,0.29,3,0,0,0,0,0.0,0,0,2,0,0.0
F218298,Barcelona,55+,Editorial playlist,1.0,4,1.0,0.449,0,0,0,0,0,0.0,0,0,0,0,0.0
F218299,Munich,40-54,Bandcamp browse,1.3,1,1.0,0.382,2,0,0,0,0,0.0,0,0,0,1,107.95
F218300,Riga,22-29,Algorithmic radio,3.7,4,18.0,0.32,1,0,0,0,0,0.0,0,0,0,0,0.0
F218301,Leipzig,22-29,Music blog / press,4.3,4,38.0,0.409,0,0,0,0,0,0.0,0,0,1,0,0.0
F218302,Amsterdam,22-29,Short-form video,6.0,4,7.0,0.411,1,1,0,0,0,0.0,0,0,1,0,0.0
F218303,Glasgow,30-39,Editorial playlist,1.6,5,24.0,0.428,1,0,0,0,0,0.0,0,0,0,0,0.0
F218304,Riga,40-54,Another artist's collab,6.9,5,16.0,0.42,0,0,0,0,0,0.0,0,0,0,0,0.0
F218305,Riga,40-54,Another artist's collab,19.0,10,26.0,0.151,2,0,1,1,0,0.0,0,1,0,0,0.0
F218306,Vienna,22-29,Short-form video,12.8,11,19.0,0.421,2,0,0,0,0,0.0,0,0,0,0,0.0
F218307,Rotterdam,16-21,Algorithmic radio,18.8,17,70.0,0.098,2,1,0,0,1,0.641,0,1,0,0,0.0
F218308,London,30-39,Live show,2.0,8,49.0,0.301,2,1,0,0,0,0.0,1,1,0,1,62.65
F218309,Amsterdam,16-21,Editorial playlist,15.1,3,10.0,0.494,0,0,0,0,0,0.0,0,0,0,0,0.0
F218310,Utrecht,30-39,Bandcamp browse,19.4,22,81.0,0.081,3,1,1,8,0,0.0,0,0,1,0,0.0
F218311,Paris,30-39,Editorial playlist,36.0,3,26.0,0.459,0,0,0,0,0,0.0,0,0,0,0,0.0
F218312,Vienna,30-39,Short-form video,3.0,24,89.0,0.216,7,0,0,0,0,0.0,0,1,1,0,0.0
F218313,Amsterdam,22-29,Short-form video,19.6,38,65.0,0.01,8,1,1,12,1,0.782,1,0,0,1,34.54
F218314,Berlin,30-39,Another artist's collab,17.9,6,40.0,0.092,2,1,0,0,0,0.0,1,1,1,0,0.0
F218315,Oslo,22-29,Short-form video,35.7,5,45.0,0.399,2,0,1,0,0,0.0,0,0,0,1,51.87
F218316,Berlin,22-29,Short-form video,36.0,9,71.0,0.258,6,0,1,6,0,0.0,0,0,0,0,0.0
F218317,Other,30-39,Short-form video,27.9,18,79.0,0.224,6,1,0,0,0,0.0,1,0,1,1,40.37
F218318,Lyon,22-29,Friend shared,6.3,3,1.0,0.581,0,0,0,0,0,0.0,0,0,1,0,0.0
F218319,Berlin,40-54,Editorial playlist,9.1,9,52.0,0.23,2,1,1,3,0,0.0,0,1,0,0,0.0
F218320,Lisbon,22-29,Another artist's collab,10.3,5,13.0,0.458,0,1,0,0,1,0.4,0,0,0,0,0.0
F218321,Vienna,40-54,Algorithmic radio,14.6,2,9.0,0.575,1,1,0,0,0,0.0,0,0,0,0,0.0
F218322,Barcelona,40-54,Short-form video,5.7,7,44.0,0.254,2,0,1,3,0,0.0,0,0,0,1,22.37
F218323,London,22-29,Algorithmic radio,7.8,7,26.0,0.367,0,1,1,3,0,0.0,1,0,0,0,0.0
F218324,Lyon,16-21,Algorithmic radio,8.8,2,7.0,0.655,2,0,0,0,0,0.0,0,0,0,0,0.0
F218325,Copenhagen,22-29,Friend shared,5.8,15,56.0,0.312,3,1,0,0,0,0.0,0,0,0,0,0.0
F218326,London,30-39,Another artist's collab,15.4,5,54.0,0.402,4,1,0,0,0,0.0,0,0,0,0,0.0
F218327,Krakow,16-21,Editorial playlist,2.4,8,40.0,0.292,4,1,0,0,0,0.0,0,0,3,0,0.0
F218328,Utrecht,40-54,Friend shared,4.1,11,63.0,0.258,1,0,0,0,1,0.528,0,0,1,1,39.89
F218329,Paris,30-39,Editorial playlist,8.7,5,27.0,0.463,0,0,0,0,0,0.0,0,0,1,0,0.0
F218330,Hamburg,30-39,Friend shared,3.4,40,63.0,0.118,5,1,1,8,1,0.799,1,1,1,1,13.64
F218331,Tallinn,30-39,Friend shared,14.8,28,75.0,0.158,5,1,0,0,1,0.724,0,0,1,0,0.0
F218332,Lyon,30-39,Editorial playlist,13.4,5,12.0,0.39,1,0,0,0,0,0.0,0,0,0,0,0.0
F218333,Other,16-21,Live show,11.6,3,13.0,0.457,0,0,0,0,0,0.0,0,0,0,0,0.0
F218334,Rotterdam,30-39,Short-form video,9.4,9,33.0,0.273,3,1,0,0,0,0.0,0,0,0,1,59.89
F218335,Bristol,30-39,Short-form video,11.1,3,18.0,0.451,0,1,0,0,0,0.0,0,0,0,0,0.0
F218336,Paris,30-39,Short-form video,18.0,3,30.0,0.368,1,1,0,0,0,0.0,0,0,0,0,0.0
F218337,Oslo,40-54,Editorial playlist,2.7,30,100.0,0.104,2,1,0,0,0,0.0,0,0,5,0,0.0
F218338,Brussels,22-29,Live show,16.5,3,21.0,0.421,2,0,0,0,0,0.0,0,0,1,0,0.0
F218339,Bristol,30-39,Live show,3.8,26,69.0,0.15,4,1,1,9,0,0.0,0,0,1,0,0.0
F218340,London,22-29,Short-form video,0.9,8,37.0,0.28,1,1,1,5,1,0.41,0,1,1,0,0.0
F218341,Riga,30-39,Short-form video,15.8,11,41.0,0.355,1,1,0,0,0,0.0,0,1,0,0,0.0
F218342,Munich,40-54,Live show,21.8,34,60.0,0.256,2,1,0,0,0,0.0,0,0,3,0,0.0
F218343,Vienna,30-39,Short-form video,5.0,18,42.0,0.077,1,1,0,0,0,0.0,0,0,2,0,0.0
F218344,Riga,22-29,Music blog / press,2.3,11,51.0,0.351,1,0,1,2,0,0.0,0,0,1,0,0.0
F218345,Rotterdam,22-29,Friend shared,5.2,19,54.0,0.116,3,1,1,5,0,0.0,0,0,0,1,13.65
F218346,Copenhagen,40-54,Editorial playlist,36.0,2,5.0,0.337,1,1,1,1,0,0.0,0,0,0,0,0.0
F218347,Riga,16-21,Short-form video,0.8,4,17.0,0.256,0,0,0,0,0,0.0,0,0,0,0,0.0
F218348,Leipzig,40-54,Live show,19.6,5,1.0,0.535,1,0,0,0,0,0.0,0,0,0,0,0.0
F218349,Paris,40-54,Live show,4.1,10,43.0,0.168,1,0,1,5,0,0.0,0,1,0,0,0.0
F218350,London,22-29,Algorithmic radio,8.5,6,26.0,0.458,1,1,0,0,0,0.0,0,0,0,0,0.0
F218351,Tallinn,40-54,Editorial playlist,1.9,3,1.0,0.541,0,0,1,0,0,0.0,0,1,0,0,0.0
F218352,Prague,30-39,Short-form video,16.0,11,47.0,0.404,0,0,1,3,1,0.527,0,0,2,0,0.0
F218353,Manchester,40-54,Editorial playlist,3.0,7,11.0,0.343,1,1,0,0,0,0.0,0,0,1,0,0.0
F218354,Paris,22-29,Algorithmic radio,24.2,18,67.0,0.171,3,1,1,4,0,0.0,1,1,4,1,33.3
F218355,Berlin,30-39,Friend shared,2.5,14,42.0,0.29,1,1,1,4,0,0.0,0,0,2,0,0.0
F218356,Berlin,22-29,Editorial playlist,20.4,18,59.0,0.151,2,1,0,0,1,0.556,0,1,3,0,0.0
F218357,Amsterdam,22-29,Friend shared,13.2,4,28.0,0.44,2,0,0,0,0,0.0,0,0,1,0,0.0
F218358,Leipzig,16-21,Editorial playlist,9.7,8,26.0,0.434,3,0,0,0,0,0.0,0,0,1,0,0.0
F218359,Leipzig,30-39,Algorithmic radio,4.5,10,59.0,0.299,3,1,1,1,0,0.0,1,0,1,0,0.0
F218360,Vienna,16-21,Another artist's collab,10.9,1,1.0,0.677,1,0,0,0,0,0.0,0,0,0,0,0.0
F218361,Vienna,40-54,Friend shared,8.0,1,1.0,0.623,0,0,0,0,0,0.0,0,0,0,0,0.0
F218362,Berlin,22-29,Another artist's collab,10.2,10,34.0,0.469,1,0,1,2,0,0.0,0,0,0,0,0.0
F218363,Vienna,30-39,Friend shared,2.2,0,17.0,0.561,0,0,0,0,0,0.0,0,0,0,0,0.0
F218364,Cologne,55+,Short-form video,16.4,3,10.0,0.549,1,0,0,0,0,0.0,0,0,0,0,0.0
F218365,London,22-29,Editorial playlist,2.4,10,60.0,0.283,2,0,0,0,0,0.0,0,0,0,0,0.0
F218366,Other,16-21,Algorithmic radio,12.7,12,19.0,0.26,2,0,1,3,1,0.62,0,0,2,0,0.0
F218367,Warsaw,22-29,Algorithmic radio,7.3,13,80.0,0.189,0,0,0,0,0,0.0,1,0,1,1,21.32
F218368,Berlin,55+,Editorial playlist,6.1,1,20.0,0.532,1,1,0,0,0,0.0,0,0,0,0,0.0
F218369,Lyon,55+,Another artist's collab,8.6,12,51.0,0.287,1,0,1,9,0,0.0,0,1,1,0,0.0
F218370,Stockholm,30-39,Friend shared,16.5,4,13.0,0.519,0,0,0,0,0,0.0,0,0,0,0,0.0
F218371,Amsterdam,30-39,Friend shared,7.9,9,45.0,0.417,7,1,1,1,0,0.0,0,0,3,0,0.0
